Test ID,Pupil dilation,Brightness,Time epoch,Eyes closed,Phase,Model name
29,0.9428057,0.774036925233155,18020.20:30:04.1993922,0,Start,ybot
29,0.9366309,0.764334572870284,18020.20:30:04.2133773,0,Start,ybot
29,0.9361839,0.746764622937143,18020.20:30:04.2283851,0,Start,ybot
29,0.9318414,0.74048462331146,18020.20:30:04.2423470,0,Start,ybot
29,0.9333801,0.744536289736629,18020.20:30:04.2563324,1,Start,ybot
29,0.9338546,0.750363887428492,18020.20:30:04.2703422,1,Start,ybot
29,0.9361972,0.756508740003407,18020.20:30:04.2843034,1,Start,ybot
29,0.9375237,0.763073984710127,18020.20:30:04.2982897,1,Start,ybot
29,0.9383613,0.759780847651511,18020.20:30:04.3132750,1,Start,ybot
29,0.939879,0.760796926022321,18020.20:30:04.3282593,1,Start,ybot
29,0.9411792,0.764023494457453,18020.20:30:04.3422453,1,Start,ybot
29,0.9509373,0.750012710978836,18020.20:30:04.3562298,0,Start,ybot
29,0.9555037,0.747104377818853,18020.20:30:04.3702167,0,Start,ybot
29,0.9532039,0.751938789295405,18020.20:30:04.3852001,0,Start,ybot
29,0.9527596,0.764011974850297,18020.20:30:04.3991855,1,Start,ybot
29,0.9539957,0.774143738952279,18020.20:30:04.4141720,1,Start,ybot
29,0.9564338,0.780965454231948,18020.20:30:04.4286525,1,Start,ybot
29,0.9594946,0.780588297391683,18020.20:30:04.4426475,1,Start,ybot
29,0.9594946,0.776670944683999,18020.20:30:04.4566311,1,Start,ybot
29,0.9620113,0.767430553077906,18020.20:30:04.4715959,1,Start,ybot
29,0.9664531,0.761112759336829,18020.20:30:04.4846043,1,Start,ybot
29,0.9711397,0.759386533949524,18020.20:30:04.4985679,0,Start,ybot
29,0.9733163,0.757780553653091,18020.20:30:04.5135731,1,Start,ybot
29,0.9785157,0.762565798465908,18020.20:30:04.5285351,1,Start,ybot
29,0.982159,0.769436582370102,18020.20:30:04.5415218,1,Start,ybot
29,0.9840084,0.7732584448874,18020.20:30:04.5565086,1,Start,ybot
29,0.9872061,0.775345944762975,18020.20:30:04.5704931,1,Start,ybot
29,0.9922261,0.788567071425915,18020.20:30:04.5855013,1,Start,ybot
29,0.9954315,0.784856189294159,18020.20:30:04.5984861,1,Start,ybot
29,0.9971808,0.78925251256153,18020.20:30:04.6144484,1,Start,ybot
29,1.000673,0.801107953031361,18020.20:30:04.6284326,1,Start,ybot
29,1.004286,0.79541574748829,18020.20:30:04.6414446,1,Start,ybot
29,1.006127,0.79143667909801,18020.20:30:04.6564057,1,Start,ybot
29,1.009369,0.783681973677874,18020.20:30:04.6703902,1,Start,ybot
29,1.011817,0.777940650490671,18020.20:30:04.6843756,1,Start,ybot
29,1.037767,0.773667513490468,18020.20:30:04.9441934,1,Start,ybot
29,1.038292,0.767559033462405,18020.20:30:04.9713207,1,Start,ybot
29,1.041755,0.766457709998637,18020.20:30:04.9992909,1,Start,ybot
29,1.043026,0.757840357571095,18020.20:30:05.0132772,1,Start,ybot
29,1.043741,0.748311436570436,18020.20:30:05.0282606,1,Start,ybot
29,1.04507,0.74540467203781,18020.20:30:05.0422475,1,Start,ybot
29,1.046613,0.742846240817755,18020.20:30:05.0562320,1,Start,ybot
29,1.048251,0.74214535850659,18020.20:30:05.0702174,1,Start,ybot
29,1.048494,0.741812466369569,18020.20:30:05.0852035,1,Start,ybot
29,1.047319,0.739763201785832,18020.20:30:05.0991877,1,Start,ybot
29,1.047766,0.73734663330242,18020.20:30:05.1136492,1,Start,ybot
29,1.046865,0.741672858534753,18020.20:30:05.1276346,1,Start,ybot
29,1.045138,0.750414083503932,18020.20:30:05.1415974,1,Start,ybot
29,1.04266,0.75741996543929,18020.20:30:05.1556065,1,Start,ybot
29,1.041257,0.761481141667813,18020.20:30:05.1705903,1,Start,ybot
29,1.041257,0.765563543385267,18020.20:30:05.1845549,1,Start,ybot
29,1.040323,0.769083984351903,18020.20:30:05.1995380,1,Start,ybot
29,1.038717,0.768715700060129,18020.20:30:05.2135240,1,Start,ybot
