Test ID,Pupil dilation,Brightness,Time epoch,Eyes closed,Phase
0,1,0.743752172136307,18011.07:24:22.6454013,3,Start
0,1,0.737641143088788,18011.07:24:22.6604125,3,Start
0,1,0.739392221415788,18011.07:24:22.6743717,3,Start
0,1,0.749287171806395,18011.07:24:22.6883577,3,Start
0,1,0.756382122363895,18011.07:24:22.7033418,3,Start
0,1,0.750288103119284,18011.07:24:22.7173278,3,Start
0,1,0.743844476052373,18011.07:24:22.7314093,3,Start
0,1,0.740589672324807,18011.07:24:22.7453986,3,Start
0,1,0.732585702213645,18011.07:24:22.7595079,3,Start
0,1,0.741026486024261,18011.07:24:22.7744917,3,Start
0,1,0.74869177968502,18011.07:24:22.7884789,3,Start
0,1,0.736607368640602,18011.07:24:22.8025363,3,Start
0,1,0.721351438177377,18011.07:24:22.8165220,3,Start
0,1,0.72388923214376,18011.07:24:22.8315866,3,Start
0,1,0.72502624187991,18011.07:24:22.8456416,3,Start
0,1,0.722940996906161,18011.07:24:22.8596484,3,Start
0,1,0.724430555640906,18011.07:24:22.8746346,3,Start
0,1,0.72407898703441,18011.07:24:22.8886185,3,Start
0,1,0.724516094851494,18011.07:24:22.9036034,3,Start
0,1,0.723448889032751,18011.07:24:22.9165902,3,Start
0,1,0.72537526146695,18011.07:24:22.9316035,3,Start
0,1,0.723309281197935,18011.07:24:22.9455606,3,Start
0,1,0.725497173224389,18011.07:24:22.9595466,3,Start
0,1,0.728632614213973,18011.07:24:22.9746162,3,Start
0,1,0.731490506200492,18011.07:24:22.9885887,3,Start
0,1,0.745188054403662,18011.07:24:23.0035740,3,Start
0,1,0.752544524553418,18011.07:24:23.0166249,3,Start
0,1,0.754910259706527,18011.07:24:23.0316469,3,Start
0,1,0.750567318788916,18011.07:24:23.0456453,3,Start
0,1,0.748446681660414,18011.07:24:23.0596165,3,Start
0,1,0.740704231141508,18011.07:24:23.0746012,3,Start
0,1,0.726133741813898,18011.07:24:23.0895865,3,Start
0,1,0.718093105038255,18011.07:24:23.1036373,3,Start
0,1,0.71688462471813,18011.07:24:23.1166237,3,Start
0,1,0.71548256597817,18011.07:24:23.1316093,3,Start
0,1,0.712539134781063,18011.07:24:23.1455944,3,Start
0,1,0.720877957813442,18011.07:24:23.1596368,3,Start
0,1,0.723890212535858,18011.07:24:23.1756214,3,Start
0,1,0.723680506666004,18011.07:24:23.1896059,3,Start
0,1,0.723593987063318,18011.07:24:23.2035928,3,Start
0,1,0.720459820583463,18011.07:24:23.2175785,3,Start
0,1,0.722226634203643,18011.07:24:23.2315639,3,Start
0,1,0.721772810701281,18011.07:24:23.2465504,3,Start
0,1,0.732123545378446,18011.07:24:23.2605337,3,Start
0,1,0.733524329608679,18011.07:24:23.2745194,3,Start
0,1,0.73690457450524,18011.07:24:23.2885057,3,Start
0,1,0.740916191913187,18011.07:24:23.3034910,3,Start
0,1,0.7367826627478,18011.07:24:23.3174767,3,Start
0,1,0.73713197645247,18011.07:24:23.3314612,3,Start
0,1,0.735521486352384,18011.07:24:23.3464459,3,Start
0,1,0.73154486894235,18011.07:24:23.3604322,3,Start
0,1,0.734277613877505,18011.07:24:23.3744173,3,Start
0,1,0.733750457046181,18011.07:24:23.3894026,3,Start
0,1,0.737411780357361,18011.07:24:23.4033877,3,Start
0,1,0.73641241767183,18011.07:24:23.4173734,3,Start
0,1,0.733208447274566,18011.07:24:23.4313591,3,Start
0,1,0.722925261612982,18011.07:24:23.4453617,3,Start
0,1,0.711995850499719,18011.07:24:23.4603292,3,Start
0,1,0.711768742670119,18011.07:24:23.4743152,3,Start
0,1,0.718423055998981,18011.07:24:23.4883009,3,Start
0,1,0.721345261707157,18011.07:24:23.5042849,3,Start
0,1,0.722467516542226,18011.07:24:23.5172710,3,Start
0,1,0.721507075423002,18011.07:24:23.5312570,3,Start
0,1,0.720318938238919,18011.07:24:23.5462417,3,Start
0,1,0.729863300415128,18011.07:24:23.5602274,3,Start
