Test ID,Pupil dilation,Brightness,Time epoch,Eyes closed,Phase,Model name
18,0.3528072,0.755026779307425,18018.19:20:18.7044490,0,Start,aj
18,0.3506,0.75017202469483,18018.19:20:18.7184362,0,Start,aj
18,0.3494269,0.760866582880914,18018.19:20:18.7334197,0,Start,aj
18,0.3475975,0.767798151095211,18018.19:20:18.7478207,0,Start,aj
18,0.3458161,0.768586827518791,18018.19:20:18.7618058,0,Start,aj
18,0.3442953,0.771457611661404,18018.19:20:18.7757930,0,Start,aj
18,0.3435185,0.771281435201317,18018.19:20:18.7907762,0,Start,aj
18,0.3420808,0.760779671121389,18018.19:20:18.8037638,0,Start,aj
18,0.3405047,0.773436140955239,18018.19:20:18.8187488,0,Start,aj
18,0.3397847,0.794361629904061,18018.19:20:18.8337615,0,Start,aj
18,0.3384146,0.773262268416584,18018.19:20:18.8477180,0,Start,aj
18,0.3373284,0.777123297598213,18018.19:20:18.8617052,0,Start,aj
18,0.3365519,0.783935356015712,18018.19:20:18.8756909,0,Start,aj
18,0.3357923,0.751291485412419,18018.19:20:18.8906738,0,Start,aj
18,0.3352046,0.748633887531608,18018.19:20:18.9046598,0,Start,aj
18,0.3348612,0.752237318689376,18018.19:20:18.9186470,0,Start,aj
18,0.3347091,0.770255601929128,18018.19:20:18.9336311,0,Start,aj
18,0.3353627,0.789256140012294,18018.19:20:18.9476156,0,Start,aj
18,0.3354504,0.787416287180781,18018.19:20:18.9616025,0,Start,aj
18,0.3358893,0.767260651127249,18018.19:20:18.9755891,0,Start,aj
18,0.3359208,0.752936534333974,18018.19:20:18.9905720,0,Start,aj
18,0.3361482,0.749800112952292,18018.19:20:19.0045580,0,Start,aj
18,0.3363489,0.75008187764138,18018.19:20:19.0185434,0,Start,aj
18,0.3371906,0.750712956035137,18018.19:20:19.0335290,0,Start,aj
18,0.3380069,0.755511681239307,18018.19:20:19.0475135,0,Start,aj
18,0.3386846,0.760556484860182,18018.19:20:19.0615011,0,Start,aj
18,0.3389345,0.768628984379023,18018.19:20:19.0764842,0,Start,aj
18,0.3400156,0.770412513684481,18018.19:20:19.0904700,0,Start,aj
18,0.3406698,0.768307905966789,18018.19:20:19.1044575,0,Start,aj
18,0.3409723,0.760111239788681,18018.19:20:19.1194413,0,Start,aj
18,0.3417458,0.75186413243711,18018.19:20:19.1334270,0,Start,aj
18,0.342484,0.743546240776032,18018.19:20:19.1474136,0,Start,aj
