Test ID,Pupil dilation,Brightness,Time epoch,Eyes closed,Phase,Model name
9,0.9732105,0.122721574629843,18012.19:39:09.0135604,0,Start,malcolm
9,0.9686568,0.122721574629843,18012.19:39:09.0276164,0,Start,malcolm
9,0.9640273,0.122721574629843,18012.19:39:09.0416018,0,Start,malcolm
9,0.9627059,0.122721574629843,18012.19:39:09.0565865,0,Start,malcolm
9,0.9596832,0.122827751094103,18012.19:39:09.0705722,0,Start,malcolm
9,0.9562194,0.123004711867869,18012.19:39:09.0855569,0,Start,malcolm
9,0.9547804,0.123004711867869,18012.19:39:09.0995432,0,Start,malcolm
9,0.952579,0.14652064316608,18012.19:39:09.1135283,0,Start,malcolm
9,0.9518993,0.669626686358452,18012.19:39:09.1277840,0,Start,malcolm
9,0.9523433,0.210557557138149,18012.19:39:09.1417564,0,Start,malcolm
9,0.9571528,0.390186974186264,18012.19:39:09.1567414,0,Start,malcolm
9,0.9648548,0.669909823596477,18012.19:39:09.1707271,0,Start,malcolm
9,0.9716445,0.469949767605029,18012.19:39:09.1847128,0,Start,malcolm
9,0.9738502,0.110956863582134,18012.19:39:09.1986985,0,Start,malcolm
9,0.9780109,0.110956863582134,18012.19:39:09.2136832,0,Start,malcolm
9,0.9810166,0.110956863582134,18012.19:39:09.2276686,0,Start,malcolm
9,0.9831709,0.110956863582134,18012.19:39:09.2416546,0,Start,malcolm
9,0.9836006,0.110956863582134,18012.19:39:09.2566390,0,Start,malcolm
9,0.9844804,0.110956863582134,18012.19:39:09.2706250,0,Start,malcolm
9,0.9848518,0.119624757019617,18012.19:39:09.2856094,0,Start,malcolm
9,0.9848432,0.236143977903482,18012.19:39:09.2995954,0,Start,malcolm
9,0.9834976,0.501926435423642,18012.19:39:09.3135811,0,Start,malcolm
9,0.981422,0.668001147239655,18012.19:39:09.3275665,0,Start,malcolm
9,0.9793854,0.669909823596477,18012.19:39:09.3415522,0,Start,malcolm
9,0.9793722,0.669909823596477,18012.19:39:09.3564176,0,Start,malcolm
9,0.9807353,0.669909823596477,18012.19:39:09.3706052,0,Start,malcolm
9,0.9818954,0.380051969517768,18012.19:39:09.3855899,0,Start,malcolm
