Test ID,Pupil dilation,Brightness,Time epoch,Eyes closed,Phase,Model name
5,1.125227,0.713025997497141,18012.17:38:17.1247828,0,Start,ty
5,1.123564,0.709278742818534,18012.17:38:17.1387682,0,Start,ty
5,1.122723,0.713724232749641,18012.17:38:17.1527536,0,Start,ty
5,1.120846,0.716174918878078,18012.17:38:17.1667399,0,Start,ty
5,1.118756,0.713057468083501,18012.17:38:17.1817243,0,Start,ty
5,1.118392,0.703737958835065,18012.17:38:17.1957097,0,Start,ty
5,1.117663,0.693755802567303,18012.17:38:17.2106947,0,Start,ty
5,1.116501,0.67809041134417,18012.17:38:17.2246804,0,Start,ty
5,1.115467,0.667594676675647,18012.17:38:17.2386661,0,Start,ty
5,1.11568,0.691057322335988,18012.17:38:17.2526515,0,Start,ty
5,1.115578,0.687435802944005,18012.17:38:17.2666375,0,Start,ty
5,1.115789,0.685532812861353,18012.17:38:17.2816222,0,Start,ty
5,1.116112,0.686813940235972,18012.17:38:17.2956088,0,Start,ty
5,1.116712,0.67160972545594,18012.17:38:17.3105926,0,Start,ty
5,1.114799,0.663275706344843,18012.17:38:17.3245780,0,Start,ty
5,1.113362,0.662226196603477,18012.17:38:17.3385643,0,Start,ty
5,1.113655,0.662822863234579,18012.17:38:17.3525500,0,Start,ty
5,1.115023,0.670527372579277,18012.17:38:17.3675344,0,Start,ty
5,1.11707,0.680577764137089,18012.17:38:17.3815201,0,Start,ty
5,1.11971,0.688426391120255,18012.17:38:17.3955055,0,Start,ty
5,1.120253,0.690644479223341,18012.17:38:17.4104899,0,Start,ty
5,1.122275,0.692024724239111,18012.17:38:17.4244765,0,Start,ty
5,1.123601,0.687087959827483,18012.17:38:17.4384616,0,Start,ty
5,1.124096,0.684686538401991,18012.17:38:17.4524473,0,Start,ty
5,1.126392,0.676685803584754,18012.17:38:17.4674323,0,Start,ty
5,1.12812,0.687649675480276,18012.17:38:17.4814183,0,Start,ty
5,1.129715,0.711119379963726,18012.17:38:17.4954037,0,Start,ty
5,1.135002,0.73077192781195,18012.17:38:17.5103890,0,Start,ty
5,1.140849,0.71609594829455,18012.17:38:17.5243744,0,Start,ty
5,1.148316,0.690845165485889,18012.17:38:17.5383595,0,Start,ty
5,1.151929,0.689426881256699,18012.17:38:17.5533445,0,Start,ty
5,1.159212,0.674791293893754,18012.17:38:17.5673305,0,Start,ty
5,1.164851,0.680954430781305,18012.17:38:17.5813156,0,Start,ty
5,1.166602,0.680944871958345,18012.17:38:17.5953013,0,Start,ty
5,1.170157,0.703345998074114,18012.17:38:17.6102866,0,Start,ty
5,1.172906,0.720824624483287,18012.17:38:17.6242723,0,Start,ty
5,1.173626,0.72196035970971,18012.17:38:17.6382577,0,Start,ty
5,1.175154,0.719382957902551,18012.17:38:17.6532421,0,Start,ty
5,1.174337,0.710642027051002,18012.17:38:17.6672284,0,Start,ty
5,1.172952,0.713058203377575,18012.17:38:17.6812138,0,Start,ty
5,1.172126,0.727198594691604,18012.17:38:17.6961985,0,Start,ty
5,1.169459,0.727974231900275,18012.17:38:17.7111832,0,Start,ty
5,1.166472,0.741251682089269,18012.17:38:17.7251689,0,Start,ty
5,1.165125,0.755921338077634,18012.17:38:17.7381553,0,Start,ty
5,1.162182,0.762188249468803,18012.17:38:17.7531400,0,Start,ty
5,1.159908,0.766279180597514,18012.17:38:17.7671263,0,Start,ty
5,1.157192,0.775733934935927,18012.17:38:17.7811114,0,Start,ty
5,1.156165,0.766462072743476,18012.17:38:17.7960964,0,Start,ty
5,1.154079,0.761448494610936,18012.17:38:17.8100821,0,Start,ty
5,1.15238,0.763784425844252,18012.17:38:17.8240672,0,Start,ty
5,1.151416,0.776978297606856,18012.17:38:17.8380541,0,Start,ty
5,1.149439,0.783183297237009,18012.17:38:17.8530379,0,Start,ty
5,1.149792,0.782067611028999,18012.17:38:17.8670242,0,Start,ty
5,1.148967,0.776294376078993,18012.17:38:17.8820089,0,Start,ty
5,1.147996,0.775980454529077,18012.17:38:17.8959943,0,Start,ty
5,1.148308,0.770304572514445,18012.17:38:17.9099800,0,Start,ty
5,1.148508,0.78076118953824,18012.17:38:17.9239654,0,Start,ty
5,1.148149,0.794480502445996,18012.17:38:17.9389507,0,Start,ty
5,1.148847,0.778812072007358,18012.17:38:17.9529364,0,Start,ty
5,1.148848,0.747515799362957,18012.17:38:17.9669215,0,Start,ty
5,1.149521,0.725499526165426,18012.17:38:17.9819062,0,Start,ty
5,1.151212,0.738795652823895,18012.17:38:17.9958922,0,Start,ty
5,1.152262,0.737987221499532,18012.17:38:18.0098785,0,Start,ty
5,1.153044,0.734880309920013,18012.17:38:18.0238639,0,Start,ty
5,1.155226,0.71809634033218,18012.17:38:18.0388486,0,Start,ty
5,1.157314,0.720663300963491,18012.17:38:18.0528340,0,Start,ty
5,1.159963,0.708012076227367,18012.17:38:18.0668194,0,Start,ty
5,1.160985,0.734750702084601,18012.17:38:18.0818047,0,Start,ty
5,1.162535,0.716456732586771,18012.17:38:18.0957904,0,Start,ty
5,1.166376,0.715842075760663,18012.17:38:18.1097755,0,Start,ty
5,1.168053,0.743788740761578,18012.17:38:18.1247608,0,Start,ty
5,1.170492,0.731818153239787,18012.17:38:18.1387462,0,Start,ty
5,1.172674,0.722861536126584,18012.17:38:18.1527316,0,Start,ty
5,1.174298,0.755205455767363,18012.17:38:18.1667179,0,Start,ty
5,1.176451,0.77670761134848,18012.17:38:18.1817023,0,Start,ty
5,1.177733,0.756545357648283,18012.17:38:18.1956883,0,Start,ty
5,1.180115,0.7653188375175,18012.17:38:18.2106730,0,Start,ty
5,1.181493,0.781467611064762,18012.17:38:18.2246584,0,Start,ty
5,1.183509,0.776409179993719,18012.17:38:18.2386441,0,Start,ty
5,1.185551,0.752748004933447,18012.17:38:18.2526298,0,Start,ty
5,1.186166,0.735650800070167,18012.17:38:18.2676142,0,Start,ty
5,1.186484,0.733493202159554,18012.17:38:18.2816002,0,Start,ty
5,1.187837,0.742502711426467,18012.17:38:18.2955868,0,Start,ty
5,1.188343,0.75033089723438,18012.17:38:18.3105700,0,Start,ty
5,1.189201,0.77210839593634,18012.17:38:18.3245563,0,Start,ty
5,1.190327,0.78139368950054,18012.17:38:18.3385420,0,Start,ty
5,1.191242,0.776561434886604,18012.17:38:18.3525274,0,Start,ty
5,1.193003,0.807735158518702,18012.17:38:18.3675121,0,Start,ty
5,1.193439,0.787548493055254,18012.17:38:18.3814978,0,Start,ty
5,1.19277,0.728684231857956,18012.17:38:18.3954838,0,Start,ty
5,1.192726,0.722775163582712,18012.17:38:18.4104685,0,Start,ty
5,1.192699,0.717526438405365,18012.17:38:18.4244545,0,Start,ty
5,1.192124,0.720279820594191,18012.17:38:18.4384399,0,Start,ty
5,1.110249,0.727588692707568,18012.17:38:18.9828841,0,Start,ty
5,1.109912,0.734326878580451,18012.17:38:19.0238413,0,Start,ty
5,1.110605,0.743798201545328,18012.17:38:19.0528120,0,Start,ty
5,1.111431,0.744741240704805,18012.17:38:19.0667974,0,Start,ty
5,1.111875,0.745057123038918,18012.17:38:19.0817824,0,Start,ty
5,1.109429,0.749066877701879,18012.17:38:19.0967668,0,Start,ty
5,1.107731,0.744796387760341,18012.17:38:19.1097535,0,Start,ty
5,1.106457,0.75300741668269,18012.17:38:19.1237392,0,Start,ty
5,1.105943,0.747734524840116,18012.17:38:19.1387242,0,Start,ty
5,1.104965,0.748576975770295,18012.17:38:19.1527099,0,Start,ty
5,1.104416,0.740102466471493,18012.17:38:19.1666953,0,Start,ty
5,1.104557,0.733272859035432,18012.17:38:19.1816800,0,Start,ty
5,1.103738,0.735318202050775,18012.17:38:19.1956660,0,Start,ty
5,1.103786,0.728764869108051,18012.17:38:19.2096514,0,Start,ty
5,1.1033,0.728538447552919,18012.17:38:19.2246364,0,Start,ty
5,1.101164,0.730009329818189,18012.17:38:19.2386221,0,Start,ty
5,1.098799,0.734649476600438,18012.17:38:19.2526078,0,Start,ty
5,1.098142,0.739238495934754,18012.17:38:19.2675925,0,Start,ty
5,1.096238,0.741640309517086,18012.17:38:19.2815785,0,Start,ty
5,1.096115,0.747368593489378,18012.17:38:19.2955639,0,Start,ty
5,1.094522,0.757296975250542,18012.17:38:19.3105492,0,Start,ty
5,1.093754,0.749031779664755,18012.17:38:19.3245343,0,Start,ty
5,1.091694,0.744005652513355,18012.17:38:19.3385203,0,Start,ty
5,1.089468,0.743446632938832,18012.17:38:19.3525057,0,Start,ty
